1,1,0
1,2,0
1,3,0
1,4,1
1,5,1
1,6,3
1,7,0
1,8,0
1,9,0
1,10,1
1,11,1
1,12,1
1,13,1
1,14,1
1,15,0
1,16,3
1,17,1
1,18,1
1,19,1
1,20,1
1,21,1
1,22,2
1,23,0
2,1,0
2,2,1
2,3,1
2,4,0
2,5,0
2,6,1
2,7,2
2,8,1
2,9,1
2,10,0
2,11,0
2,12,0
2,13,1
2,14,2
2,15,1
2,16,1
2,17,2
2,18,0
2,19,1
2,20,1
2,21,0
2,22,1
2,23,0
3,1,1
3,2,0
3,3,0
3,4,1
3,5,1
3,6,0
3,7,0
3,8,1
3,9,1
3,10,1
3,11,2
3,12,2
3,13,0
3,14,0
3,15,2
3,16,1
3,17,1
3,18,1
3,19,0
3,20,0
3,21,1
3,22,1
3,23,1
4,1,1
4,2,2
4,3,1
4,4,0
4,5,0
4,6,1
4,7,1
4,8,0
4,9,0
4,10,1
4,11,1
4,12,0
4,13,1
4,14,1
4,15,0
4,16,0
4,17,1
4,18,1
4,19,1
4,20,0
4,21,1
4,22,1
4,23,1
5,1,1
5,2,0
5,3,1
5,4,0
5,5,1
5,6,0
5,7,0
5,8,2
5,9,1
5,10,0
5,11,0
5,12,1
5,13,2
5,14,0
5,15,2
5,16,1
5,17,0
5,18,2
5,19,1
5,20,0
5,21,0
5,22,0
5,23,1
6,1,1
6,2,0
6,3,1
6,4,0
6,5,1
6,6,0
6,7,1
6,8,0
6,9,0
6,10,1
6,11,1
6,12,5
6,13,1
6,14,1
6,15,0
6,16,0
6,17,1
6,18,0
6,19,1
6,20,0
6,21,0
6,22,0
6,23,1
7,1,1
7,2,0
7,3,1
7,4,2
7,5,1
7,6,0
7,7,1
7,8,2
7,9,1
7,10,0
7,11,0
7,12,0
7,13,0
7,14,0
7,15,1
7,16,0
7,17,1
7,18,0
7,19,1
7,20,0
7,21,0
7,22,2
7,23,1
8,1,2
8,2,0
8,3,1
8,4,0
8,5,1
8,6,0
8,7,1
8,8,0
8,9,1
8,10,1
8,11,0
8,12,4
8,13,0
8,14,1
8,15,1
8,16,0
8,17,1
8,18,0
8,19,1
8,20,0
8,21,2
8,22,1
8,23,1
9,1,1
9,2,0
9,3,1
9,4,0
9,5,1
9,6,0
9,7,1
9,8,1
9,9,0
9,10,0
9,11,2
9,12,1
9,13,2
9,14,0
9,15,2
9,16,1
9,17,1
9,18,0
9,19,1
9,20,2
9,21,0
9,22,0
9,23,1
10,1,1
10,2,3
10,3,1
10,4,0
10,5,1
10,6,1
10,7,2
10,8,0
10,9,1
10,10,1
10,11,2
10,12,0
10,13,0
10,14,1
10,15,1
10,16,0
10,17,0
10,18,1
10,19,1
10,20,0
10,21,1
10,22,0
10,23,1
11,1,1
11,2,2
11,3,1
11,4,0
11,5,0
11,6,1
11,7,1
11,8,1
11,9,0
11,10,0
11,11,1
11,12,1
11,13,1
11,14,2
11,15,0
11,16,1
11,17,1
11,18,0
11,19,0
11,20,1
11,21,1
11,22,3
11,23,1
12,1,1
12,2,1
12,3,0
12,4,1
12,5,1
12,6,0
12,7,0
12,8,2
12,9,1
12,10,0
12,11,0
12,12,2
12,13,0
12,14,1
12,15,1
12,16,0
12,17,0
12,18,0
12,19,0
12,20,1
12,21,1
12,22,0
12,23,1
13,1,0
13,2,0
13,3,1
13,4,0
13,5,0
13,6,0
13,7,1
13,8,1
13,9,0
13,10,0
13,11,1
13,12,1
13,13,0
13,14,0
13,15,0
13,16,0
13,17,0
13,18,1
13,19,1
13,20,0
13,21,0
13,22,1
13,23,1
14,1,0
14,2,0
14,3,0
14,4,0
14,5,0
14,6,0
14,7,0
14,8,0
14,9,1
14,10,1
14,11,2
14,12,0
14,13,2
14,14,1
14,15,2
14,16,1
14,17,2
14,18,1
14,19,1
14,20,1
14,21,1
14,22,0
14,23,0
15,1,0
15,2,0
15,3,0
15,4,0
15,5,0
15,6,0
15,7,0
15,8,0
15,9,0
15,10,0
15,11,0
15,12,0
15,13,0
15,14,0
15,15,0
15,16,0
15,17,0
15,18,0
15,19,0
15,20,0
15,21,0
15,22,0
15,23,0
