1,1,0
1,2,1
1,3,2
1,4,0
1,5,0
1,6,2
1,7,1
1,8,2
1,9,2
1,10,2
1,11,1
1,12,1
1,13,1
1,14,1
1,15,0
1,16,2
1,17,2
1,18,2
1,19,0
1,20,0
1,21,2
1,22,2
1,23,0
2,1,1
2,2,3
2,3,1
2,4,1
2,5,2
2,6,1
2,7,1
2,8,2
2,9,1
2,10,1
2,11,2
2,12,2
2,13,2
2,14,1
2,15,1
2,16,1
2,17,1
2,18,1
2,19,1
2,20,1
2,21,1
2,22,3
2,23,1
3,1,1
3,2,1
3,3,1
3,4,1
3,5,1
3,6,1
3,7,1
3,8,2
3,9,1
3,10,1
3,11,1
3,12,1
3,13,1
3,14,2
3,15,0
3,16,2
3,17,1
3,18,1
3,19,0
3,20,0
3,21,1
3,22,1
3,23,2
4,1,2
4,2,1
4,3,1
4,4,0
4,5,1
4,6,1
4,7,1
4,8,1
4,9,1
4,10,1
4,11,1
4,12,2
4,13,1
4,14,1
4,15,0
4,16,2
4,17,2
4,18,2
4,19,1
4,20,0
4,21,1
4,22,1
4,23,2
5,1,2
5,2,2
5,3,1
5,4,1
5,5,1
5,6,1
5,7,1
5,8,0
5,9,1
5,10,1
5,11,2
5,12,1
5,13,2
5,14,1
5,15,2
5,16,1
5,17,1
5,18,1
5,19,1
5,20,1
5,21,2
5,22,1
5,23,2
6,1,2
6,2,1
6,3,1
6,4,0
6,5,1
6,6,1
6,7,1
6,8,1
6,9,0
6,10,1
6,11,1
6,12,4
6,13,1
6,14,1
6,15,1
6,16,1
6,17,2
6,18,2
6,19,1
6,20,1
6,21,1
6,22,1
6,23,2
7,1,0
7,2,0
7,3,1
7,4,0
7,5,0
7,6,1
7,7,2
7,8,2
7,9,1
7,10,0
7,11,0
7,12,0
7,13,0
7,14,0
7,15,1
7,16,1
7,17,1
7,18,2
7,19,1
7,20,2
7,21,1
7,22,0
7,23,0
8,1,0
8,2,1
8,3,1
8,4,1
8,5,1
8,6,1
8,7,1
8,8,1
8,9,1
8,10,1
8,11,1
8,12,5
8,13,1
8,14,1
8,15,1
8,16,1
8,17,1
8,18,2
8,19,1
8,20,2
8,21,1
8,22,2
8,23,0
9,1,2
9,2,1
9,3,1
9,4,1
9,5,1
9,6,1
9,7,1
9,8,1
9,9,2
9,10,1
9,11,2
9,12,2
9,13,2
9,14,1
9,15,2
9,16,1
9,17,1
9,18,1
9,19,1
9,20,0
9,21,1
9,22,1
9,23,1
10,1,2
10,2,2
10,3,1
10,4,2
10,5,1
10,6,2
10,7,1
10,8,0
10,9,1
10,10,1
10,11,1
10,12,1
10,13,1
10,14,1
10,15,1
10,16,1
10,17,1
10,18,0
10,19,0
10,20,0
10,21,1
10,22,1
10,23,2
11,1,2
11,2,1
11,3,1
11,4,1
11,5,1
11,6,1
11,7,1
11,8,0
11,9,1
11,10,1
11,11,2
11,12,2
11,13,2
11,14,1
11,15,1
11,16,1
11,17,2
11,18,0
11,19,0
11,20,1
11,21,1
11,22,1
11,23,2
12,1,2
12,2,1
12,3,1
12,4,1
12,5,2
12,6,0
12,7,2
12,8,1
12,9,0
12,10,0
12,11,1
12,12,1
12,13,1
12,14,1
12,15,1
12,16,2
12,17,1
12,18,2
12,19,1
12,20,1
12,21,2
12,22,1
12,23,2
13,1,2
13,2,3
13,3,1
13,4,1
13,5,1
13,6,0
13,7,1
13,8,1
13,9,1
13,10,1
13,11,0
13,12,1
13,13,1
13,14,1
13,15,1
13,16,1
13,17,1
13,18,1
13,19,1
13,20,1
13,21,1
13,22,3
13,23,1
14,1,1
14,2,1
14,3,2
14,4,2
14,5,0
14,6,0
14,7,2
14,8,2
14,9,2
14,10,2
14,11,1
14,12,2
14,13,1
14,14,2
14,15,2
14,16,1
14,17,2
14,18,0
14,19,0
14,20,2
14,21,1
14,22,1
14,23,1
15,1,0
15,2,0
15,3,0
15,4,0
15,5,0
15,6,0
15,7,0
15,8,0
15,9,0
15,10,0
15,11,0
15,12,0
15,13,0
15,14,0
15,15,0
15,16,0
15,17,0
15,18,0
15,19,0
15,20,0
15,21,0
15,22,0
15,23,0
